Time,Symbol,Side,Entry,StopLoss,Target,Quantity,Status
2026-07-19 11:44:45,INFY,BUY,1094.2,1092.46,1097.68,574,OPEN
2026-07-19 11:49:40,INFY,BUY,1094.2,1092.46,1097.68,574,OPEN
2026-07-20 16:04:44,INFY,BUY,1094.2,1092.46,1097.68,574,OPEN
